,0,1,2,3
0,0.9999999999999998,-1.409807015397024e-16,8.188629081097715e-16,1.791629748733718e-17
1,-7.894919286223335e-16,0.9999999999999998,7.894919286223335e-16,-2.5376526277146434e-16
2,0.9907124105384975,0.05589484150034608,0.009287589461503182,-0.0026824309618485344
3,-0.2914293438911302,0.7918510728081828,0.2914293438911302,-0.08328041669931258
4,0.9640240036872569,0.09918661100885096,0.03597599631274369,-0.010162607321593894
5,-0.556636860770738,0.5968071436314737,0.556636860770738,-0.15344400440221154
6,0.9216287973025294,0.1307219123223162,0.07837120269747123,-0.021593115019786654
7,-0.7938447996549926,0.4157566869115751,0.7938447996549926,-0.2096014865665674
8,0.8653377243263218,0.1514057779870822,0.1346622756736788,-0.03606805366076024
9,-1.001088277877553,0.24968170071563142,1.001088277877553,-0.25076997859318423
10,0.7970911729746292,0.16220793621244492,0.20290882702537155,-0.05261676323781567
11,-1.176188061935751,0.09967131017265762,1.176188061935751,-0.2758593721084082
12,0.7189733874544919,0.16417000756240116,0.28102661254550887,-0.07019662010790925
13,-1.3167182126473698,-0.033062062403914634,1.3167182126473698,-0.283656150243455
14,0.6332290876802823,0.15841381056444165,0.3667709123197183,-0.08768472288415927
15,-1.4199673862205213,-0.1471633567814264,1.4199673862205213,-0.27280402943909493
16,0.5422827526958409,0.14615099846830312,0.45771724730415986,-0.10386824577246224
17,-1.4828922375826779,-0.2411115869844441,1.4828922375826779,-0.24178065059823375
18,0.44876112397025597,0.1286943050870545,0.5512388760297449,-0.11743318111679862
19,-1.5020609095243926,-0.31319159861513846,1.5020609095243926,-0.1888693109092542
20,0.35551963022565986,0.10747075035725076,0.6444803697743409,-0.12695112013159096
21,-1.4735839638749597,-0.36145955002263636,1.4735839638749597,-0.11212441385232355
22,0.26567362739660133,0.08403725217106149,0.7343263726033994,-0.1308636247744602
23,-1.3930292501607844,-0.3837003658373381,1.3930292501607844,-0.00932888432344638
24,0.18263560348102417,0.06009921904026408,0.8173643965189764,-0.12746361555923993
25,-1.2553160105218912,-0.37737481331848305,1.2553160105218912,0.12205880279659162
26,0.11015984422679713,0.03753287114404538,0.8898401557732033,-0.1148730269172483
27,-1.054581832042925,-0.33955300853442444,1.054581832042925,0.2849711764914992
28,0.05239652989887551,0.01841227432488878,0.9476034701011248,-0.09101574442601332
29,-0.7840136402546886,-0.26682995124027525,0.7840136402546886,0.48281631098558675
30,0.01395789304581667,0.00504240123931015,0.9860421069541835,-0.053584508193493495
31,-0.4356304050646937,-0.15521692686345392,0.4356304050646937,0.7195865217987604
32,0.0,0.0,1.0,0.0
33,0.0,0.0,0.0,1.0000000000000002
34,17.459121083880554,9.725621866441845,-17.459121083880554,7.733499217438715
35,9.725621866441843,6.860616889868549,-9.725621866441843,2.865004976573298
36,-17.459121083880554,-9.725621866441845,17.459121083880554,-7.733499217438715
37,7.733499217438713,2.865004976573298,-7.733499217438713,4.8684942408654175
